Waktu,MQ-3,MQ-3 (PPM),MQ-135,MQ-135 (PPM),MQ-136,MQ-136 (PPM),TGS 822,TGS 822 (PPM),TGS 2600,TGS 2600 (PPM),TGS 2602,TGS 2602 (PPM),TGS 2610,TGS 2610 (PPM),TGS 2620,TGS 2620 (PPM),Output1,Output2
2025-03-07 17:10:50,1.3225806451612903,1.5765133648397767,1.532258064516129,2.5844210526315785,0.27096774193548384,20.623636190275548,0.9741935483870967,3.826974424209511,2.235483870967742,1.436194927008976,1.7677419354838708,2.053467153284672,1.5129032258064514,1.9293528828212192,2.4064516129032256,1.4153064531670507,0,0
2025-03-07 17:10:52,1.3225806451612903,1.5765133648397767,1.5354838709677419,2.578991596638655,0.27419354838709675,20.308774031838812,0.9741935483870967,3.826974424209511,2.2419354838709675,1.4312368332560974,1.7677419354838708,2.053467153284672,1.5451612903225804,1.8771552672813598,2.393548387096774,1.4237013645104795,0,0
2025-03-07 17:10:54,1.3129032258064515,1.5939761834609898,1.532258064516129,2.5844210526315785,0.27419354838709675,20.308774031838812,0.967741935483871,3.8550482394961176,2.2322580645161287,1.438685798204992,1.7451612903225806,2.08003696857671,0.038709677419354833,226.46481870974102,2.370967741935484,1.438623413350211,0,0
2025-03-07 17:10:56,1.3193548387096772,1.5822987313856005,1.5354838709677419,2.578991596638655,0.27419354838709675,20.308774031838812,0.9741935483870967,3.826974424209511,2.2322580645161287,1.438685798204992,1.7354838709677418,2.0916356877323423,1.4806451612903224,1.9841745398732842,2.3451612903225807,1.4560468366120807,0,0
2025-03-07 17:10:58,1.3193548387096772,1.5822987313856005,1.532258064516129,2.5844210526315785,0.27419354838709675,20.308774031838812,0.9774193548387097,3.813083412617306,2.235483870967742,1.436194927008976,1.7354838709677418,2.0916356877323423,1.4193548387096775,2.0962732111859532,2.2806451612903227,1.5014187734785271,0,0
2025-03-07 17:11:00,1.3225806451612903,1.5765133648397767,1.532258064516129,2.5844210526315785,0.27741935483870966,20.002317849087312,0.9838709677419355,3.7855882399636838,2.24516129032258,1.4287695382268895,1.7548387096774192,2.0685661764705885,1.5548387096774192,1.8619808674482232,2.2322580645161287,1.5372570491004955,0,0
2025-03-07 17:11:02,1.3225806451612903,1.5765133648397767,1.532258064516129,2.5844210526315785,0.27741935483870966,20.002317849087312,0.9838709677419355,3.7855882399636838,2.2516129032258068,1.4238582723169948,1.7451612903225806,2.08003696857671,1.5354838709677419,1.89254983958333,2.22258064516129,1.5446214195472543,0,0
2025-03-07 17:11:04,1.3193548387096772,1.5822987313856005,1.529032258064516,2.589873417721519,0.27419354838709675,20.308774031838812,0.9838709677419355,3.7855882399636838,2.2677419354838713,1.4117145143316672,1.7709677419354837,2.0497267759562843,0.6774193548387096,5.483417082690734,2.225806451612903,1.5421591581183607,0,0
2025-03-07 17:11:06,1.3161290322580643,1.5881195691851744,1.525806451612903,2.5953488372093028,0.27741935483870966,20.002317849087312,0.9774193548387097,3.813083412617306,2.2419354838709675,1.4312368332560974,1.764516129032258,2.057221206581353,0.38387096774193546,11.4742765792122,2.1645161290322577,1.5902610607061394,0,0
2025-03-07 17:11:08,1.3193548387096772,1.5822987313856005,1.5354838709677419,2.578991596638655,0.27419354838709675,20.308774031838812,0.9806451612903225,3.7992883428641524,2.2419354838709675,1.4312368332560974,1.7483870967741935,2.0761992619926204,0.7258064516129032,5.01301599476033,1.964516129032258,1.7692295123666508,0,0
