Waktu,MQ-3,MQ-3 (PPM),MQ-135,MQ-135 (PPM),MQ-136,MQ-136 (PPM),TGS 822,TGS 822 (PPM),TGS 2600,TGS 2600 (PPM),TGS 2602,TGS 2602 (PPM),TGS 2610,TGS 2610 (PPM),TGS 2620,TGS 2620 (PPM),Output1,Output2
2025-03-07 17:58:07,3.3,0.4,1.6612903225806452,2.3836893203883496,0.7774193548387096,5.2396967833462895,2.8774193548387097,1.162684431570245,2.8548387096774195,1.0709306421535374,3.3,1.1,1.8870967741935485,1.4475505474840573,3.2032258064516124,1.0332823801728577,1,0
2025-03-07 17:58:09,3.3,0.4,1.664516129032258,2.37906976744186,0.7806451612903225,5.211567115285972,2.9096774193548387,1.1485132392158302,2.9,1.0509489964423646,3.3,1.1,1.9096774193548387,1.4253389234367553,3.2161290322580642,1.0287231732035769,1,0
2025-03-07 17:58:11,3.3,0.4,1.667741935483871,2.374468085106383,0.7806451612903225,5.211567115285972,2.935483870967742,1.137411632470214,2.932258064516129,1.0370903901282396,3.3,1.1,1.929032258064516,1.4067755922948606,3.2322580645161287,1.023077900086516,1,0
2025-03-07 17:58:13,3.3,0.4,1.667741935483871,2.374468085106383,0.7741935483870968,5.2680961955975505,2.9451612903225803,1.1333011821861447,2.954838709677419,1.0275872368983947,3.3,1.1,1.9483870967741934,1.3886357557245936,3.2516129032258063,1.0163811729788936,1,0
2025-03-07 17:58:15,3.3,0.4,1.6612903225806452,2.3836893203883496,0.7838709677419354,5.183703530490423,2.9806451612903224,1.1184691989394517,2.993548387096774,1.0116626081689426,3.3,1.1,1.9741935483870967,1.3650844359086711,3.267741935483871,1.0108641790852082,1,0
2025-03-07 17:58:17,3.3,0.4,1.667741935483871,2.374468085106383,0.7838709677419354,5.183703530490423,3.0064516129032257,1.1079130897475904,3.029032258064516,0.9974578651456205,3.3,1.1,2.0,1.3422306986199664,3.2774193548387096,1.0075813455652312,1,0
2025-03-07 17:58:19,3.3,0.4,1.667741935483871,2.374468085106383,0.7838709677419354,5.183703530490423,3.02258064516129,1.1014116024711538,3.054838709677419,0.9873549211025472,3.3,1.1,2.0258064516129033,1.3200452751811438,3.3,1.0,1,0
2025-03-07 17:58:21,3.3,0.4,1.667741935483871,2.374468085106383,0.7838709677419354,5.183703530490423,3.0354838709677416,1.0962626335851542,3.0741935483870964,0.979900070983417,3.3,1.1,2.029032258064516,1.317317692556658,3.3,1.0,1,0
2025-03-07 17:58:23,3.3,0.4,1.667741935483871,2.374468085106383,0.7870967741935483,5.156102432509999,3.0483870967741935,1.09115942360578,3.1032258064516127,0.9689094315863632,3.3,1.1,2.051612903225806,1.2985004769853088,3.3,1.0,1,0
2025-03-07 17:58:25,3.3,0.4,1.6580645161290322,2.388326848249027,0.7838709677419354,5.183703530490423,3.051612903225806,1.0898907006603926,3.0999999999999996,0.970119433950564,3.3,1.1,2.061290322580645,1.2905809438999387,3.3,1.0,1,0
